Sample,Pat,Site,Time,A_defectiva,Acinetobacter_sp. 408,Acremonium_sp.,Actinobaculum_sp._183,A_denticolens,A_gerencseriae,A_naeslundii,A_oris,Actinomyces_sp._ICM54,Actinomyces_sp._169,Actinomyces_sp._170,Actinomyces_sp._171,Actinomyces_sp._175,Actinomyces_sp._178,Actinomyces_sp._180,Actinomyces_sp._414,Actinomyces_sp._448,A_viscosus,Aggregatibacter_actinomycetemcomitans,A_aphrophilus,A_segnis,Aggregatibacter_sp._458,Aggregatibacter_sp._513,A_omnicolens,Alternaria_sp.,A_geminatus,A_caesiellus,A_flavus,A_niger,A_penicillioides,Aspergillus_sp.,A_spathulatus,A_spinosus,A_versicolor,Atopobium_sp._416,A_leucospermi,B_dentium,B_longum,B_diminuta,B_extructa,Burkholderia_sp._406,C_concisus,C_curvus,C_rectus,C_showae,Campylobacter_sp._G43,C_albicans,C_parapsilosis,C_quercitrusa,C_sake,C_tropicalis,C_gingivalis,C_granulosa,Capnocytophaga_sp._338,Capnocytophaga_sp._380,Capnocytophaga_sp._412,Capnocytophaga_sp._G34,C_sputigena,C_hominis,C_valvarum,C_morbi,Catonella_sp._164,C_cladosporioides,C_sphaerospermum,Clostridium_sp._MSTE9,C_testosteroni,C_durum,C_curtum,Cryptococcus_sp.,Desulfobulbus_sp._041,D_orale,Desulfovibrio_sp._040,D_invisus,D_micraerophilus,Dialister_sp._502,Dialister_sp._A97,Dietzia_sp._368,E_catenaformis,E_corrodens,E_gingivalis,E_faecalis,E_brachy,E_infirmum,E_saphenum,Eubacterium_sp._B60,Eubacterium_sp._G32,Eubacterium_sp._G75,E_sulci,E_yurii,F_alocis,F_oxysporum,Fusarium_sp.,F_naviforme,F_necrophorum,F_nucleatum,F_periodonticum,Fusobacterium_sp._203,Fusobacterium_sp._370,G_haemolysans,G_morbillorum,G_adiacens,G_elegans,H_aegyptius,H_haemolyticus,Haemophilus_sp._036,H_sputorum,Johnsonella_sp._166,J_anthropi,K_denitrificans,Kingella_sp._012,L_saburreum,Lactobacillus_casei,L_crispatus,L_fermentum,L_gasseri,L_panis,L_paracasei,L_rhamnosus,L_salivarius,Lactobacillus_sp._461,L_vaginalis,L_lactis,Leptotrichia_sp._218,Leptotrichia_sp._219,Leptotrichia_sp._221,Leptotrichia_sp._223,Leptotrichia_sp._225,Leptotrichia_sp._417,Leptotrichia_sp._463,Leptotrichia_sp._498,L_wadei,M_arunalokei,M_dermatis,M_furfur,M_globosa,M_japonica,M_restricta,Malassezia_sp.,M_sympodialis,Malasseziales_sp.,M_micronuciformis,M_timidum,M_orale,N_bacilliformis,N_elongata,N_flavescens,N_lactamica,N_meningitidis,N_mucosa,Neisseria_sp._014,Neisseria_sp._499,N_subflava,Occultifur_sp.,O_sinus,Oribacterium_sp._372,P_micra,Parvimonas_sp._110,Parvimonas_sp._393,Parvimonas_sp._D94,P_brevicompactum,P_citrinum,P_commune,P_glabrum,Peptococcus_sp._167,P_indolicus,Peptoniphilus_sp._375,P_stomatis,Pichia_sp.,Plectosphaerella_sp.,Pleosporales_sp.,Polyporales_sp.,P_catoniae,P_endodontalis,Porphyromonas_sp._279,P_buccae,P_dentalis,P_denticola,P_melaninogenica,P_micans,P_oris,P_scopos,P_shahii,Prevotella_sp._292,Prevotella_sp._298,Prevotella_sp._300,Prevotella_sp._303,Prevotella_sp._309,Prevotella_sp._313,Prevotella_sp._314,Prevotella_sp._G57,P_acidifaciens,P_propionicum,P_alactolyticus,R_mucilaginosa,Rhodotorula_sp.,R_dentocariosa,S_bayanus,S_cerevisiae,S_georgiae,S_meyeri,S_odontolytica,S_artemidis,S_flueggei,S_noxia,Selenomonas_sp._126,Selenomonas_sp._133,Selenomonas_sp._134,Selenomonas_sp._149,Selenomonas_sp._442,Selenomonas_sp._479,Selenomonas_sp._F84,Selenomonas_sp._H64,Selenomonas_sp._H65,S_sputigena,S_satelles,Sphingomonas_sp._007,S_epidermidis,S_warneri,S_anginosus,S_australis,S_constellatus,S_cristatus,S_dysgalactiae,S_gordonii,S_infantis,S_intermedius,S_mitis,S_mutans,S_oralis,S_parasanguinis,S_salivarius,S_sanguinis,S_sinensis,S_sobrinus,Streptococcus_sp._AC15,Streptococcus_sp._AS14,Streptococcus_sp._BS21,Streptococcus_sp._CM7,Streptococcus_sp._055,Streptococcus_sp._056,Streptococcus_sp._057,Streptococcus_sp._058,Streptococcus_sp._061,Streptococcus_sp._064,Streptococcus_sp._066,Streptococcus_sp._070,Streptococcus_sp._071,Streptococcus_sp._074,Streptococcus_sp._431,S_vestibularis,T_forsythia,TM7_phylum_sp._346,TM7_phylum_sp._349,TM7_phylum_sp._350,TM7_phylum_sp._351,TM7_phylum_sp._352,T_denticola,T_lecithinolyticum,T_maltophilum,T_medium,Treponema_sp._227,Treponema_sp._228,Treponema_sp._232,Treponema_sp._234,Treponema_sp._237,Treponema_sp._238,Treponema_sp._239,Treponema_sp._257,Treponema_sp._265,Treponema_sp._271,Treponema_sp._517,Treponema_sp._518,Treponema_sp._G52,Treponema_sp._G76,T_vincentii,V_atypica,V_dispar,V_parvula,Veillonella_sp._158,Xanthomonas_sp._037,Treponema_maltophilum,Treponema_medium,Treponema_sp._oral_taxon_227,Treponema_sp._oral_taxon_228,Treponema_sp._oral_taxon_232,Treponema_sp._oral_taxon_234,Treponema_sp._oral_taxon_237,Treponema_sp._oral_taxon_238,Treponema_sp._oral_taxon_239,Treponema_sp._oral_taxon_257,Treponema_sp._oral_taxon_265,Treponema_sp._oral_taxon_271,Treponema_sp._oral_taxon_517,Treponema_sp._oral_taxon_518,Treponema_sp._oral_taxon_G52,Treponema_sp._oral_taxon_G76,Treponema_vincentii,Veillonella_atypica,Veillonella_dispar,Veillonella_parvula,Veillonella_sp._oral_taxon_158,Veillonellaceae_bacterium_oral_taxon_129,Veillonellaceae_bacterium_oral_taxon_131,Veillonellaceae_bacterium_oral_taxon_150,Veillonellaceae_bacterium_oral_taxon_155,Veillonellaceae_bacterium_oral_taxon_483,Xanthomonas_sp._oral_taxon_037
7_stable_8,51426,stable,8,0.001071046,0,0,0,0,0,0.031774366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006069261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001428061,0.036772581,0,0,0,0,0,0.031060336,0.037843627,0,0,0.015708675,0.001785077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148875402,0,0,0,0.001071046,0.00535523,0,0,0,0.052838272,0.003927169,0,0,0.011424491,0,0,0,0,0,0,0,0,0,0,0,0,0.002856123,0,0.001428061,0.019278829,0.018921814,0.001785077,0.006783292,0,0,0,0.037129597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012852553,0.001071046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036772581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014280614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034987504,0,0,0,0,0.003570154,0.001428061,0,0,0.006426276,0,0,0,0,0,0,0,0,0,0,0.212424134,0,0.040342735,0,0,0,0,0,0.009282399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093895037,0,0,0,0,0,0.057479472
7_stable_10,51426,stable,10,0.020334536,0,0.000393572,0,0,0,0.003017383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131191,0,0,0,0,0.006493932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026697278,0.004329288,0,0,0,0,0,0.042046573,0.00111512,0,0,0,0,0,0.000852739,0.000983929,0,0,0,0,0,0,0,0,0,0,0.000131191,0,0,0,0.061069203,0,0,0,0,0,0,0,0,0.000393572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001967858,0,0.003017383,0.010298459,0.017513939,0.000262381,0.024270253,0,0,0,0.021908823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002820597,0,0,0.00124631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131191,0,0,0,0.003345359,0,0,0,0,0.027090849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001049524,0,0,0,0,0,0,0,0,0.005444408,0,0.001311906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000852739,0,0,0,0,0.012397507,0,0,0.016595605,0.005706789,0.001443096,0,0,0.001902263,0.004263693,0,0.007346671,0.013906199,0,0.013512627,0,0,0,0,0,0,0,0,0.336044605,0,0.067956707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003804526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143653657,0,0,0,0,0,0.080944572
7_stable_12,51426,stable,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292426,0,0,0,0,0,0,0.001559606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007310654,0.011989473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015108685,0.001169705,0,0,0,0,0,0.009357637,0.00253436,0,0,0.014426357,0.000877278,0,0,0,0,0,0,0,0,0,0,0,0.000584852,0,0,0.000487377,0,0,0.188517399,0.004093966,0,0,0,0,0,0,0,0.000389902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002924262,0,0.003021737,0,0.009845014,0.000292426,0.001364655,0,0,0,0.005848523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011307145,0,0,0,0,0.002241934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001462131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253436,0,0,0.003899015,0.006823277,0,0,0,0,0.001169705,0,0,0.002729311,0,0,0,0,0,0,0,0,0,0,0.057705429,0,0.084706112,0,0,0,0,0,0.01374403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490398674,0,0,0,0,0,0.038990155
7_progressing_0,51426,progressing,0,0.000279578,0,0,0,0,0,0.019192185,0.000263132,0,0,0.004588363,0.00231885,0,0,0,0,0.001759695,0,0.01047594,0,0,0,0,0,0,6.58E-05,0,0,0,0,0,0,0,0,0,0,0.000180903,0,0,0,0.00143078,0.003683847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000197349,0,0,0,0,0,0.00023024,0,0.277045028,0.001266322,0,0,0,0,0,0.025606026,4.93E-05,0,0,0.000180903,0.000526264,0,4.93E-05,0,0,0,0,0,0,0,0.00054271,0,0.000148012,0,0,0.000624938,0.001776141,0,0.020770977,0.0179752,0,0,0,0.002993126,0,0,0,0.006430286,0.003322041,0,0,0.00011512,0,0,0,0,0,0,0,0,0,0,0,0,0.000164457,0.011018649,0.001167648,0.000838733,0.002828668,0.002137947,0.000970299,0,0,0,0.000986745,0.000575601,0.000263132,0,0,0,0,0,0,0.000641384,0,0,0,0,0,3.29E-05,0,0,6.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000707167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0.000411144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000476927,0,0,0,0,0,0,0,0,9.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000131566,0,0.000460481,0,0.006101372,0.009916785,0.004210111,0.001891261,0.011067987,0.001496563,0.001759695,0,0.000378252,0.004588363,0.004785712,0,0.000953853,0.070881163,0,0,0,0,0,0,0,0,0,0,0.055915535,0,0.024602835,0,0,0.038417261,0,0,0.046492122,0,0,0,0,0,0,0.000345361,0.0030918,0.017876525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000460481,0,0,0.167483472,0,0,3.29E-05,0.000148012,0,0.099003388
7_progressing_2,51426,progressing,2,0.004733921,0,0,0,0,0,0.00489716,0,0,0,0,0,0,0,0,0,0,0,0.001795625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489716,0,0,0,0.002122103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049624551,0.001958864,0,0,0,0,0,0.058602677,0.010610513,0,0,0.003917728,0.009141365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000979432,0.005386876,0,0.047828926,0.013222331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002775057,0,0.000979432,0,0.011100229,0.000326477,0.001305909,0,0,0,0.003101534,0,0,0,0,0,0,0,0,0.000489716,0,0,0,0,0,0.000326477,0,0,0.000816193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005223637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001142671,0.005386876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001632387,0,0.047012733,0.000816193,0,0,0,0.036238981,0.00244858,0,0.000489716,0.009304603,0,0,0,0,0,0,0,0,0,0,0.127489389,0,0.085210578,0,0,0,0,0,0.006856024,0,0,0,0,0,0,0,0,0.007182501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489716,0,0,0.261998041,0,0,0,0,0,0.164544564
7_progressing_4,51426,progressing,4,0.006757176,0,0,0,0,0,0.000805902,0,0,0,0,0.000185977,0,0,0,0,0.000309962,0,0,0,0,0,0,0,0,0.000294464,0,0,0,0,0,0,0,0,0,0,0.002402207,0,0,0,7.75E-05,0.002696671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123985,0,0.022069308,0.000852396,4.65E-05,0,0,4.65E-05,0,0.027245676,0.00089889,0,0,0,0.000914388,0,4.65E-05,0,0,0,0,0,0,0,0.001363834,0,0,0,0,0.000697415,0.000542434,0,0.008570454,0.002107743,0,0,3.10E-05,0.000108487,3.10E-05,0,0,0.0016428,0.002743165,0,0,0.000650921,0,0,4.65E-05,0,0,0,0,0,0,0,0,0,0.000526936,0,0.000309962,7.75E-05,0.005005889,0.00024797,0.009329862,0,0,0,0.009515839,0.00590478,0.034374806,0,0,0,0,0,0,0.000154981,0,0,0,0,0,0.000139483,0,0,0.000449445,0,0,0,0,0.000929887,0.000449445,0,0,0,0,0,0,0,0,0.000309962,0,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,4.65E-05,0,0,0,0.000402951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170479,9.30E-05,0,0,0,0,0,0.000356457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433947,0.000526936,0.003704048,0.000201475,0.102922943,0.000108487,0.003208109,0,0,0.001565309,0.041209472,0,0.001084868,0.011995537,0,0,3.10E-05,0,0,0,0,0,0,0.000232472,0.05909429,0,0.074065464,0,0,0.021743847,0,0,0.004850908,0,0,0,0,0,0,0.000340958,0,0.001100366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340958,3.10E-05,7.75E-05,0.366855744,0,0,0,7.75E-05,0,0.151060071
7_progressing_6,51426,progressing,6,0.001320859,0,0,0,0,0,0.00143093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495322,0,0,0,0,0,0,0,0,0,0,0.000495322,0,0,0,0.002256467,0.004623005,0,0,0.000110072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001926252,0,0.012933407,0.000220143,0,0,0,0.000110072,0,0.03098514,0.009025867,0,0.000110072,0.001981288,0.002366538,0,0,0,0,0,0,0,0,0,0.000330215,0,0,0,0,0,0.002256467,0,0.021023665,0.001706109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00038525,0,0.000165107,0.000110072,0.005943864,0.000825537,0.009135938,0,0,0,0.012713264,0.034342323,0.014529444,0,0,0,0,0,0,0,0,0,0,0,0,0.000110072,0,0,0.000660429,0,0,0,0,0.001155751,0.003137039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001596037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110072,0,0,0,0,0,0,0.00038525,0,0,0,0,0,0,0,0.000220143,0,0,0,0,0,0,0,0.000165107,0,0,0,0.000440286,0.001210787,0.009301046,0,0.125866813,0.000165107,0,0,0,0.009301046,0.064336819,0,0.000110072,0.012328013,0,0,0,0,0,0,0,0,0,0.000275179,0.067914144,0,0.059713814,0,0,0.003577325,0,0,0.008915795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275179,0,0.000110072,0.325536599,0,0,0,0,0,0.129223996
7_progressing_8,51426,progressing,8,0.000140927,0,0,0,0,0,0.003350923,0,0,0,0,0,0,0,0,0,0.000704633,0,4.70E-05,0,0,0,0,0,0,0.000829902,0,0,0,0,0,0,0,3.13E-05,0,0,0.002693265,0,0,0,0.000767267,0.009927501,0,0,9.40E-05,0,0,0,0,0,0,0,0,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006263408,0,0.00010961,0,0,0,0,0.016143933,0.007406479,0,0.002145217,0.001518876,0.00349185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002333119,0,0.008941014,0,0,0,0,0.00010961,9.40E-05,0,0,0.000281853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002943802,0,0.000391463,0.00200429,0.02146783,0.005856286,0.028169676,0,0,0,0.022830121,0,0.165917668,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,0,4.70E-05,0,0,0,0,0.004071215,0,0,0.000297512,0,0,0,0,0,0,0.000140927,4.70E-05,0,3.13E-05,0,0,0,0,0,0,0,0,0,0,4.70E-05,0,7.83E-05,0,0.000438439,0,0,0,0,0.000375804,0,6.26E-05,4.70E-05,4.70E-05,0,0,0,0,0,0,0,0,0,7.83E-05,4.70E-05,0,0.00031317,9.40E-05,0,0,0,0,0,0.00010961,0,0,0,0,0,0,0,3.13E-05,0,0,0,0,0,0,0,7.83E-05,0,0,0,7.83E-05,0.000501073,0.00222351,7.83E-05,0.257300784,0.000595024,0.00042278,0,3.13E-05,0.006513944,0.163271378,0,0.011023597,0.040085809,0,0,0,0,0,0,0,0,0,0.000281853,0.085589465,0,0.035294302,0,0,0.000360146,0,0,0.00856521,0,0,0,0,0,0,0,0,0.000391463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125268,0,0,0.00010961,0.00010961,0.000297512,0.031567574,0,0,0,0.000125268,7.83E-05,0.031410989
7_progressing_10,51426,progressing,10,0.00355021,0,0,0,0,0,0.008911752,0,0,0,0,0.00010868,0,0,0,0,0.000153963,0,0.000932836,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,0,7.25E-05,0,0,0,0.001929068,0.002544921,0,0,9.06E-05,0,0,1.81E-05,0,0,0,0,0,0,0.00013585,0,0,0,0,0,0,0,0,9.06E-06,0.000199246,0,0,0,0,4.53E-05,3.62E-05,0.152514128,8.15E-05,0,0,0,0,0,0.055942979,0.000253586,0,0,0,0.000172077,0,0,0,0,0,0,0,0,0,0.000199246,0,0,0,0,6.34E-05,0.000941892,0,0.004211346,0.001177366,0,0,0,2.72E-05,1.81E-05,0,0,5.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126793,0,0,0.00021736,0.000878496,0.000344153,0.001467179,0,0,0,0.000552456,0,0.002173598,0,0,0,0,0,0,5.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0,0,0,3.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-05,0,7.25E-05,0,0,0,0,0,0,0,3.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72E-05,0,0,0,0,0,0,0.000117737,0,0,0,0,0,2.72E-05,1.81E-05,4.53E-05,0,0,0,0,0,0,0,5.43E-05,0,0,4.53E-05,0.000470946,0.001874728,0.001068686,0.000498116,0.013956311,0.00043472,0.000842269,0,8.15E-05,0.002400014,0.007091364,0,0.000153963,0.05103427,0,0,0,0,0,0,0,0,0,0,0.006738154,0,0.007245327,0,0,0.042059122,0,0.000144907,0.020794088,0,0,7.25E-05,0,0,0,0,0,0.000117737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117737,0,0,0.192463049,0,0,0,0.00038038,0,0.409197942
7_progressing_12,51426,progressing,12,0,0,0,0,0,0,0.088352167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004470384,0,0,0,0.000248355,0,0,0,0,0,0,0,0,0,0,0.000124177,0.005215448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434621,0.000372532,0,0,0,0,0,0.013535328,0,0,0,0,0.004222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372532,0,0.013659506,0,0,0,0,0,0,0,0,0.000807153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496709,0,0,0,0.004594561,0.000434621,0.019371663,0,0,0,0.001614305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000682975,0,0,0.000124177,0,0,0,0,0,0.002856078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001738483,0,0,0,0,0.000248355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001241773,0,0,0,0,0,0,0,0,0,0.000434621,0,0,0,0,0,0,0,0,0,0,0,0.000558798,0,0.001490128,0,0,0,0,0,0.004097852,0,0,0.001676394,0,0,0,0,0,0,0,0,0,0.000496709,0.065068918,0,0.067366199,0,0,0.079163045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096361604,0,0,0,0,0,0.518067801
11_stable_0,60409,stable,0,0.00296503,0,0,0,0,0,0.004273132,0,0,0,0,0,0,0,0,0,0,0,0.002616203,0,0,0,0,0,0,0.00026162,0,0,0,0,0,0,0,0,0,0,0.001133688,0,0,0,0,0.002616203,0,0,0.000348827,0,0,0,0,0,0,0,0,0,0.000523241,0.000174414,0,0,0,0,0,0,0,0.001308102,0,0.00026162,0,0,0,0,0,0.002180169,0.012906602,0,0,0,0,0,0.032789744,0.002616203,0,0,0.013517049,0.000174414,0,0,0,0,0,0,0,0,0,0,0,0.02616203,0,0,0.00296503,0.010464812,0,0.048225342,0.019011075,0,0.000523241,0,0.006104474,0.000872068,0.001046481,0,0.002092962,0,0,0,0.000610447,0,0,0,0,0,0,0,0,0,0,0,0,0.007848609,0.053196128,0.000523241,0.00026162,0.002180169,0.000436034,0.001220895,0,0,0,0.00296503,0,0.00270341,0,0,0,0,0,0,0,0,0,0,0.00026162,0,0.000348827,0,0,0.004534752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008807883,0,0,0,0,0.003139444,0,0,0,0,0.003313857,0,0,0,0,0,0,0,0,0,0,0,0.000959274,0,0,0,0,0,0,0.001569722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02023197,0.010115985,0,0.026336444,0.002267376,0.004273132,0,0,0.023720241,0.010900846,0,0.006104474,0.01133688,0,0,0,0,0,0,0,0,0,0,0.04935903,0,0.077788436,0,0,0.004883579,0,0,0.008720677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697654,0,0.00026162,0.324234761,0,0,0,0,0,0.125752158
11_stable_2,60409,stable,2,0,0,0,0,0,0,0.119453925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000853242,0.008532423,0,0,0,0,0,0.098976109,0.013651877,0,0,0,0.00725256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182167235,0.014078498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004266212,0,0,0,0.195392491,0.000853242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001279863,0,0.009812287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020051195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04052901,0,0,0,0,0,0,0,0.001706485,0.003412969,0,0,0,0,0,0,0,0,0,0,0.191979522,0,0.025170648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033703072,0,0,0,0,0,0.026877133
